TCONS_00000001	gene-SNX18_gGal-2
TCONS_00000594	gene-SLC24A2_tGut
TCONS_00000598	gene-RPS6_tGut
TCONS_00000600	gene-PLIN2_tGut
TCONS_00000599	gene-PLIN2_tGut
TCONS_00000602	gene-PLIN2_tGut
TCONS_00000601	gene-PLIN2_tGut
TCONS_00000603	gene-HAUS6_tGut
TCONS_00000604	gene-BNC2_tGut
TCONS_00000606	gene-BNC2_tGut
TCONS_00000605	gene-BNC2_tGut
TCONS_00000607	gene-BNC2_tGut
TCONS_00000608	gene-BNC2_tGut
TCONS_00000609	gene-BNC2_tGut
TCONS_00000610	gene-BNC2_tGut
TCONS_00000611	gene-BNC2_tGut
TCONS_00000613	gene-PSIP1_tGut
TCONS_00000612	gene-PSIP1_tGut
TCONS_00000614	gene-PSIP1_tGut
TCONS_00000615	gene-TTC39B_tGut
TCONS_00000616	gene-TTC39B_tGut
TCONS_00000617	gene-TTC39B_tGut
TCONS_00000618	gene-FREM1_tGut
TCONS_00000619	gene-FREM1_tGut
TCONS_00000620	gene-FREM1_tGut
TCONS_00000621	gene-CER1_tGut
TCONS_00000622	gene-ZDHHC21_tGut
TCONS_00000624	gene-ZDHHC21_tGut
TCONS_00000623	gene-ZDHHC21_tGut
TCONS_00000627	gene-NFIB_tGut
TCONS_00000626	gene-NFIB_tGut
TCONS_00000625	gene-NFIB_tGut
TCONS_00000629	gene-NFIB_tGut
TCONS_00000628	gene-NFIB_tGut
TCONS_00000630	gene-NFIB_tGut
TCONS_00000633	gene-NFIB_tGut
TCONS_00000632	gene-NFIB_tGut
TCONS_00000631	gene-NFIB_tGut
TCONS_00000634	gene-NFIB_tGut
TCONS_00000637	gene-NFIB_tGut
TCONS_00000636	gene-NFIB_tGut
TCONS_00000635	gene-NFIB_tGut
TCONS_00000640	gene-MPDZ_tGut
TCONS_00000642	gene-MPDZ_tGut
TCONS_00000644	gene-MPDZ_tGut
TCONS_00000646	gene-MPDZ_tGut
TCONS_00000648	gene-MPDZ_tGut
TCONS_00000650	gene-MPDZ_tGut
TCONS_00000652	gene-MPDZ_tGut
TCONS_00000654	gene-MPDZ_tGut
TCONS_00000655	gene-MPDZ_tGut
TCONS_00000653	gene-MPDZ_tGut
TCONS_00000651	gene-MPDZ_tGut
TCONS_00000649	gene-MPDZ_tGut
TCONS_00000647	gene-MPDZ_tGut
TCONS_00000645	gene-MPDZ_tGut
TCONS_00000643	gene-MPDZ_tGut
TCONS_00000641	gene-MPDZ_tGut
TCONS_00000639	gene-MPDZ_tGut
TCONS_00000638	gene-MPDZ_tGut
TCONS_00000656	gene-LOC107052258_gGal
TCONS_00000657	gene-LOC107052258_gGal
TCONS_00000658	gene-GLDC_tGut
TCONS_00000660	gene-KIAA2026_tGut
TCONS_00000659	gene-KIAA2026_tGut
TCONS_00000661	gene-ERMP1_tGut
TCONS_00000662	gene-ERMP1_tGut
TCONS_00000663	gene-RLN3_gGal
TCONS_00000665	gene-AK3_tGut
TCONS_00000664	gene-AK3_tGut
TCONS_00000666	gene-AK3_tGut
TCONS_00000667	gene-BLEC1_gGal
TCONS_00000668	gene-BLEC1_gGal
TCONS_00000669	gene-GLIS3_gGal
TCONS_00000671	gene-RFX3_gGal-1
TCONS_00000670	gene-RFX3_tGut-like-1
TCONS_00000672	gene-PUM3_tGut
TCONS_00000673	gene-CBWD1_tGut
TCONS_00000674	gene-CBWD1_tGut
TCONS_00000675	gene-CBWD1_tGut
TCONS_00000676	gene-CBWD1_tGut
TCONS_00000677	gene-PGM5_tGut
TCONS_00000678	gene-PGM5_tGut
TCONS_00000679	gene-MAP1B_tGut-like-1
TCONS_00000680	gene-PTCD2_tGut
TCONS_00000682	gene-PTCD2_tGut
TCONS_00000681	gene-PTCD2_tGut
TCONS_00000683	gene-TNPO1_gGal-1
TCONS_00000684	gene-TNPO1_gGal-1
TCONS_00000686	gene-FCHO2_tGut-like-1
TCONS_00000685	gene-FCHO2_tGut-like-1
TCONS_00000687	gene-TMEM171_tGut
TCONS_00000688	gene-TMEM174_tGut
TCONS_00000689	gene-BTF3_gGal-like-2
TCONS_00000690	gene-UTP15_tGut-2
TCONS_00000691	gene-ARHGEF28_tGut
TCONS_00000692	gene-HEXB_tGut
TCONS_00000693	gene-NSA2_tGut
TCONS_00000694	gene-HMGCR_tGut
TCONS_00000695	gene-MED18_tGut-like-1
TCONS_00000696	gene-POLK_tGut
TCONS_00000698	gene-POLK_tGut
TCONS_00000697	gene-POLK_tGut
TCONS_00000699	gene-POLK_tGut
TCONS_00000700	gene-POLK_tGut
TCONS_00000702	gene-ANKDD1B_gGal
TCONS_00000701	gene-ANKDD1B_gGal
TCONS_00000704	gene-ANKDD1B_gGal
TCONS_00000703	gene-ANKDD1B_gGal
TCONS_00000705	gene-ANKDD1B_gGal
TCONS_00000707	gene-ANKDD1B_gGal
TCONS_00000706	gene-ANKDD1B_gGal
TCONS_00000708	gene-ANKDD1B_gGal
TCONS_00000709	gene-SV2C_gGal
TCONS_00000712	gene-IQGAP2_tGut
TCONS_00000714	gene-IQGAP2_tGut
TCONS_00000716	gene-IQGAP2_tGut
TCONS_00000717	gene-IQGAP2_tGut
TCONS_00000715	gene-IQGAP2_tGut
TCONS_00000713	gene-IQGAP2_tGut
TCONS_00000711	gene-IQGAP2_tGut
TCONS_00000710	gene-IQGAP2_tGut
TCONS_00000718	gene-F2R_gGal
TCONS_00000719	gene-F2R_gGal
TCONS_00000720	gene-F2RL1_gGal
TCONS_00000721	gene-S100Z_gGal
TCONS_00000723	gene-CRHBP_gGal
TCONS_00000722	gene-CRHBP_gGal
TCONS_00000725	gene-AGGF1_tGut
TCONS_00000724	gene-AGGF1_tGut
TCONS_00000727	gene-PDE8B_tGut
TCONS_00000726	gene-PDE8B_tGut
TCONS_00000731	gene-PDE8B_tGut
TCONS_00000730	gene-PDE8B_tGut
TCONS_00000729	gene-PDE8B_tGut
TCONS_00000728	gene-PDE8B_tGut
TCONS_00000732	gene-SCAMP1_tGut-1
TCONS_00000733	gene-SCAMP1_tGut-1
TCONS_00000734	gene-BHMT2_gGal
TCONS_00000735	gene-JMY_tGut
TCONS_00000736	gene-TENT2_tGut
TCONS_00000737	gene-CMYA5_tGut
TCONS_00000738	gene-THBS4_tGut
TCONS_00000739	gene-THBS4_tGut
TCONS_00000740	gene-THBS4_tGut
TCONS_00000741	gene-LOC101749460_gGal
TCONS_00000742	gene-SGTB_gGal
TCONS_00000744	gene-TRIM23_tGut
TCONS_00000743	gene-TRIM23_tGut
TCONS_00000745	gene-CENPK_tGut
TCONS_00000746	gene-ADAMTS6_tGut
TCONS_00000747	gene-SREK1IP1_tGut
TCONS_00000748	gene-HTR1A_tGut
TCONS_00000749	gene-DIMT1_gGal
TCONS_00000750	gene-SMIM15_tGut
TCONS_00000751	gene-ERCC8_tGut
TCONS_00000752	gene-ERCC8_tGut
TCONS_00000753	gene-ERCC8_tGut
TCONS_00000754	gene-ELOVL7_tGut
TCONS_00000755	gene-DEPDC1B_gGal
TCONS_00000756	gene-DEPDC1B_gGal
TCONS_00000757	gene-DEPDC1B_gGal
TCONS_00000758	gene-PDE4D_tGut
TCONS_00000759	gene-PDE4D_tGut
TCONS_00000761	gene-PDE4D_tGut
TCONS_00000760	gene-PDE4D_tGut
TCONS_00000762	gene-PDE4D_tGut
TCONS_00000763	gene-PDE4D_tGut
TCONS_00000764	gene-PDE4D_tGut
TCONS_00000765	gene-PLK2_tGut
TCONS_00000766	gene-MIER3_tGut-like-1
TCONS_00000767	gene-MIER3_tGut-like-1
TCONS_00000768	gene-MIER3_tGut-like-1
TCONS_00000769	gene-MIER3_tGut-like-1
TCONS_00000770	gene-MIER3_gGal-like-1
TCONS_00000771	gene-ANKRD55_tGut
TCONS_00000772	gene-IL6ST_tGut
TCONS_00000773	gene-IL6ST_tGut
TCONS_00000774	gene-SLC38A9_tGut
TCONS_00000775	gene-SLC38A9_tGut
TCONS_00000777	gene-PLPP1_tGut
TCONS_00000776	gene-PLPP1_tGut
TCONS_00000778	gene-DHX29_tGut
TCONS_00000779	gene-CCNO_tGut
TCONS_00000780	gene-ESM1_tGut
TCONS_00000781	gene-CSPG4B_gGal
TCONS_00000782	gene-ARL15_tGut
TCONS_00000783	gene-ARL15_tGut
TCONS_00000784	gene-ARL15_tGut
TCONS_00000785	gene-ARL15_tGut
TCONS_00000786	gene-LOC101748752_gGal
TCONS_00000787	gene-MOCS2_tGut
TCONS_00000788	gene-EMB_tGut
TCONS_00000789	gene-LOC121108356_gGal-2
TCONS_00000790	gene-HCN1_gGal
TCONS_00000791	gene-FGF10_tGut
TCONS_00000792	gene-PAIP1_tGut-1
TCONS_00000793	gene-CZH5orf34_tGut
TCONS_00000794	gene-CZH5orf34_tGut
TCONS_00000795	gene-TMEM267_tGut
TCONS_00000796	gene-HMGCS1_tGut-2
TCONS_00000798	gene-LOC116806790_tGut-like-3
TCONS_00000797	gene-LOC116806790_tGut-like-3
TCONS_00000799	gene-LOC116806790_tGut-like-3
TCONS_00000800	gene-LOC116806790_tGut-like-3
TCONS_00000801	gene-LOC116806790_tGut-like-3
TCONS_00000802	gene-LOC116806790_tGut-like-3
TCONS_00000803	gene-RIMBP3C_gGal-like-2
TCONS_00000805	gene-LOC116806790_tGut-like-4
TCONS_00000804	gene-LOC116806790_tGut-like-4
TCONS_00000806	gene-LOC116806790_tGut-like-4
TCONS_00000808	gene-LOC116806790_tGut-like-4
TCONS_00000807	gene-LOC116806790_tGut-like-4
TCONS_00000809	gene-LOC116806790_tGut-like-4
TCONS_00000810	gene-LOC116806790_tGut-like-4
TCONS_00000811	gene-LOC116806790_tGut-like-4
TCONS_00000812	gene-LOC116806790_tGut-like-4
TCONS_00000813	gene-LOC116806790_tGut-like-11
TCONS_00000814	gene-LOC116806790_tGut-like-4
TCONS_00000816	gene-LOC116806790_tGut-like-4
TCONS_00000815	gene-LOC116806790_tGut-like-11
TCONS_00000817	gene-LOC116806790_tGut-like-4
TCONS_00000818	gene-LOC116806790_tGut-like-4
TCONS_00000819	gene-LOC116806790_tGut-like-4
TCONS_00000820	gene-LOC116806790_tGut-like-10
TCONS_00000821	gene-LOC116806790_tGut-like-10
TCONS_00000822	gene-LOC116806790_tGut-like-10
TCONS_00000823	gene-LOC116806790_tGut-like-10
TCONS_00000824	gene-LOC116806790_tGut-like-10
TCONS_00000825	gene-LOC121106709_gGal-like-1
TCONS_00000826	gene-LOC107057437_gGal-like-1
TCONS_00000828	gene-LOC121106788_gGal-like-4
TCONS_00000827	gene-LOC121106788_gGal-like-4
TCONS_00000829	gene-LOC121106785_gGal-like-7
TCONS_00000830	gene-LOC121107465_gGal-like-3
TCONS_00000831	gene-LOC107054716_gGal-like-1
TCONS_00000832	gene-LOC121106788_gGal-like-4
TCONS_00000833	gene-LOC121106787_gGal-like-3
TCONS_00000834	gene-LOC101748894_gGal-like-7
TCONS_00000835	gene-LOC121113300_gGal-like-1
TCONS_00000836	gene-LOC121106788_gGal-like-4
TCONS_00000837	gene-LOC121106757_gGal-like-2
TCONS_00000838	gene-LOC121107465_gGal-like-3
TCONS_00000839	gene-LOC107054716_gGal-like-1
TCONS_00000840	gene-LOC121106757_gGal-like-2
TCONS_00000841	gene-LOC121106788_gGal-like-4
TCONS_00000842	gene-LOC101748894_gGal-like-7
TCONS_00000843	gene-LOC116806790_tGut-like-8
TCONS_00000844	gene-LOC116806790_tGut-like-8
TCONS_00000845	gene-LOC116806790_tGut-like-8
TCONS_00000846	gene-LOC116806790_tGut-like-8
TCONS_00000847	gene-LOC116806790_tGut-like-8
TCONS_00000848	gene-LOC116806790_tGut-like-8
TCONS_00000849	gene-LOC116806790_tGut-like-9
TCONS_00000850	gene-LOC116806790_tGut-like-9
TCONS_00000851	gene-LOC116806790_tGut-like-9
TCONS_00000852	gene-LOC116806790_tGut-like-9
TCONS_00000853	gene-LOC116806790_tGut-like-9
TCONS_00000854	gene-LOC116806790_tGut-like-9
TCONS_00000855	gene-LOC116806790_tGut-like-9
TCONS_00000856	gene-LOC116806790_tGut-like-5
TCONS_00000857	gene-LOC116806790_tGut-like-5
TCONS_00000858	gene-LOC116806790_tGut-like-5
TCONS_00000859	gene-LOC116806790_tGut-like-5
TCONS_00000860	gene-LOC121106787_gGal-like-4
TCONS_00000861	gene-LOC121106788_gGal-like-7
TCONS_00000862	gene-LOC121106788_gGal-like-7
TCONS_00000863	gene-LOC121106788_gGal-like-7
TCONS_00000864	gene-LOC101748894_gGal-like-8
TCONS_00000865	gene-LOC116806790_tGut-like-7
TCONS_00000866	gene-LOC116806790_tGut-like-7
TCONS_00000867	gene-LOC116806790_tGut-like-7
TCONS_00000868	gene-LOC116806790_tGut-like-7
TCONS_00000869	gene-LOC116806790_tGut-like-6
TCONS_00000870	gene-LOC116806790_tGut-like-6
TCONS_00000871	gene-LOC116806790_tGut-like-6
TCONS_00000872	gene-LOC116806790_tGut-like-6
TCONS_00000873	gene-LOC116806790_tGut-like-6
TCONS_00000874	gene-LOC116806790_tGut-like-6
TCONS_00000875	gene-LOC116806790_tGut-like-6
TCONS_00000876	gene-LOC116806790_tGut-like-1
TCONS_00000877	gene-LOC116806790_tGut-like-1
TCONS_00000878	gene-LOC116806790_tGut-like-1
TCONS_00000879	gene-LOC116806790_tGut-like-1
TCONS_00000880	gene-LOC116806790_tGut-like-1
TCONS_00000881	gene-LOC116806790_tGut-like-1
TCONS_00000882	gene-LOC116806790_tGut-like-1
TCONS_00000884	gene-LOC115490968_tGut-like-1
TCONS_00000883	gene-LOC115490968_tGut-like-1
TCONS_00000886	gene-LOC115490968_tGut-like-1
TCONS_00000885	gene-LOC115490968_tGut-like-1
TCONS_00000887	gene-LOC115490968_tGut-like-1
TCONS_00000888	gene-LOC115490968_tGut-like-1
TCONS_00000889	gene-LOC115490968_tGut-like-1
TCONS_00000890	gene-OXCT1_tGut
TCONS_00000892	gene-PLCXD3_tGut
TCONS_00000891	gene-PLCXD3_tGut
TCONS_00000893	gene-C6_tGut
TCONS_00000894	gene-RPL37_gGal
TCONS_00000895	gene-PRKAA1_tGut
TCONS_00000896	gene-TTC33_tGut
TCONS_00000899	gene-DAB2_tGut
TCONS_00000900	gene-DAB2_tGut
TCONS_00000898	gene-DAB2_tGut
TCONS_00000897	gene-DAB2_tGut
TCONS_00000902	gene-FYB1_tGut
TCONS_00000901	gene-FYB1_tGut
TCONS_00000904	gene-FYB1_tGut
TCONS_00000903	gene-FYB1_tGut
TCONS_00000905	gene-RICTOR_tGut-1
TCONS_00000906	gene-LIFR_tGut
TCONS_00000908	gene-GDNF_tGut
TCONS_00000907	gene-GDNF_tGut
TCONS_00000909	gene-NUP155_gGal
TCONS_00000912	gene-CPLANE1_tGut
TCONS_00000914	gene-CPLANE1_tGut
TCONS_00000913	gene-CPLANE1_tGut
TCONS_00000911	gene-CPLANE1_tGut
TCONS_00000910	gene-CPLANE1_tGut
TCONS_00000915	gene-CPLANE1_tGut
TCONS_00000916	gene-RANBP3L_tGut
TCONS_00000917	gene-RANBP3L_tGut
TCONS_00000918	gene-RANBP3L_tGut
TCONS_00000920	gene-NADK2_tGut
TCONS_00000919	gene-NADK2_tGut
TCONS_00000921	gene-CAPSL_tGut
TCONS_00000922	gene-CAPSL_tGut
TCONS_00000923	gene-PRLR_tGut
TCONS_00000924	gene-PRLR_tGut
TCONS_00000925	gene-AGXT2_tGut
TCONS_00000926	gene-AGXT2_tGut
TCONS_00000927	gene-RAD1_tGut
TCONS_00000928	gene-C1QTNF3_tGut
TCONS_00000929	gene-AMACR_tGut
TCONS_00000930	gene-SLC45A2_gGal
TCONS_00000931	gene-ADAMTS12_tGut
TCONS_00000932	gene-ADAMTS12_tGut
TCONS_00000933	gene-NPR3_tGut
TCONS_00000935	gene-NPR3_tGut
TCONS_00000934	gene-NPR3_tGut
TCONS_00000936	gene-NPR3_tGut
TCONS_00000939	gene-ZFR2_gGal-like-2
TCONS_00000938	gene-LOC116806641_tGut-like-2
TCONS_00000937	gene-LOC116806641_tGut-like-2
TCONS_00000940	gene-MTMR12_tGut
TCONS_00000941	gene-GOLPH3_gGal-like-1
TCONS_00000944	gene-PDZD2_tGut
TCONS_00000943	gene-PDZD2_tGut
TCONS_00000942	gene-PDZD2_tGut
TCONS_00000945	gene-PDZD2_tGut
TCONS_00000946	gene-PDZD2_tGut
TCONS_00000947	gene-CCBE1_tGut
TCONS_00000948	gene-CCBE1_tGut
TCONS_00000950	gene-MRPL17_tGut
TCONS_00000949	gene-MRPL17_tGut
TCONS_00000951	gene-MYO3AL_gGal
TCONS_00000952	gene-CA9_gGal
TCONS_00000953	gene-CREB3_tGut
TCONS_00000954	reg_1559_tGut
TCONS_00000955	gene-RGP1_gGal
TCONS_00000956	gene-NPR2_tGut
TCONS_00000957	gene-TMEM8B_tGut
TCONS_00000958	gene-TMEM8B_tGut
TCONS_00000959	gene-CLEC5A_gGal
TCONS_00000960	gene-CD72L2_gGal-like-2
TCONS_00000962	gene-CD72_gGal-like-1
TCONS_00000961	gene-CD72_gGal-like-1
TCONS_00000963	gene-LOC101234008_tGut-like-1
TCONS_00000964	gene-LOC101234008_tGut-like-1
TCONS_00000967	gene-LOC101233989_tGut-like-2
TCONS_00000966	gene-LOC101233989_tGut-like-2
TCONS_00000965	gene-LOC101233989_tGut-like-2
TCONS_00000968	gene-TROJANZ_gGal-like-2
TCONS_00000969	gene-TROJANZ_gGal-like-2
TCONS_00000970	gene-FAM214B_tGut
TCONS_00000971	gene-STOML2_tGut
TCONS_00000972	gene-PIGO_tGut
TCONS_00000974	gene-LOC116806862_tGut-like-2
TCONS_00000973	gene-LOC116806862_tGut-like-2
TCONS_00000976	gene-LOC116806862_tGut-like-2
TCONS_00000975	gene-LOC116806862_tGut-like-2
TCONS_00000977	gene-LOC100221351_tGut
TCONS_00000978	gene-CCL19_tGut
TCONS_00000980	gene-SIGMAR1_tGut
TCONS_00000979	gene-SIGMAR1_tGut
TCONS_00000982	gene-ARID3C_tGut
TCONS_00000981	gene-ARID3C_tGut
TCONS_00000983	gene-DCTN3_tGut
TCONS_00000984	gene-RPP25L_tGut
TCONS_00000985	gene-ENHO_tGut
TCONS_00000987	gene-FAM219A_tGut-1
TCONS_00000986	gene-FAM219A_tGut-1
TCONS_00000988	gene-MYORG_gGal
TCONS_00000989	gene-LOC105760850_tGut
TCONS_00000990	gene-KIF24_tGut
TCONS_00000991	gene-DCAF12_tGut-2
TCONS_00000992	gene-DCAF12_tGut-2
TCONS_00000994	gene-UBAP2_gGal-like-1
TCONS_00000993	gene-UBAP2_gGal-like-1
TCONS_00000998	gene-UBAP2_gGal-like-1
TCONS_00000997	gene-UBAP2_gGal-like-1
TCONS_00000996	gene-UBAP2_gGal-like-1
TCONS_00000995	gene-UBAP2_gGal-like-1
TCONS_00001000	gene-UBAP2L2_gGal-like-1
TCONS_00000999	gene-UBAP2L2_gGal-like-1
TCONS_00001002	gene-UBAP2L2_gGal-like-1
TCONS_00001001	gene-UBAP2L2_gGal-like-1
TCONS_00001004	gene-UBAP2_gGal-like-1
TCONS_00001003	gene-UBAP2_gGal-like-1
TCONS_00001005	gene-NOL6_tGut
TCONS_00001006	gene-NOL6_tGut
TCONS_00001007	gene-AQP3_tGut
TCONS_00001009	gene-PINLYP_gGal
TCONS_00001008	gene-PINLYP_gGal
TCONS_00001010	gene-AQP7_gGal
TCONS_00001011	gene-AQP7_gGal
TCONS_00001012	gene-AQP7_gGal
TCONS_00001013	gene-AQP7_gGal
TCONS_00001014	gene-KIAA1328_gGal
TCONS_00001015	gene-KIAA1328_gGal
TCONS_00001016	gene-KIAA1328_gGal
TCONS_00001017	gene-KIAA1328_gGal
TCONS_00001018	gene-KIAA1328_gGal
TCONS_00001020	gene-PIK3C3_tGut
TCONS_00001019	gene-PIK3C3_tGut
TCONS_00001022	gene-PIK3C3_tGut
TCONS_00001021	gene-PIK3C3_tGut
TCONS_00001023	gene-LOC112530656_gGal
TCONS_00001025	gene-SETBP1_gGal
TCONS_00001024	gene-SETBP1_gGal
TCONS_00001026	gene-SETBP1_gGal
TCONS_00001027	gene-SETBP1_gGal
TCONS_00001028	gene-LOC121468089_tGut
TCONS_00001029	gene-SLC14A2_gGal
TCONS_00001030	gene-SLC14A2_gGal
TCONS_00001031	gene-SIGLEC15_tGut
TCONS_00001032	gene-HAUS1_tGut
TCONS_00001033	gene-HAUS1_tGut
TCONS_00001034	gene-CZH18orf25_tGut
TCONS_00001035	gene-CZH18orf25_tGut
TCONS_00001036	gene-CZH18orf25_tGut
TCONS_00001037	gene-CZH18orf25_tGut
TCONS_00001038	gene-CZH18orf25_tGut
TCONS_00001039	gene-RNF165_gGal
TCONS_00001041	gene-KATNAL2_tGut
TCONS_00001040	gene-KATNAL2_tGut
TCONS_00001043	gene-KATNAL2_tGut
TCONS_00001042	gene-KATNAL2_tGut
TCONS_00001046	gene-CTIF_tGut-1
TCONS_00001048	gene-CTIF_tGut-1
TCONS_00001050	gene-CTIF_tGut-1
TCONS_00001049	gene-CTIF_tGut-1
TCONS_00001047	gene-CTIF_tGut-1
TCONS_00001045	gene-CTIF_tGut-1
TCONS_00001044	gene-CTIF_tGut-1
TCONS_00001052	gene-CTIF_tGut-1
TCONS_00001051	gene-CTIF_tGut-1
TCONS_00001053	gene-LIPG_tGut
TCONS_00001055	gene-WDR7_tGut
TCONS_00001054	gene-WDR7_tGut
TCONS_00001056	gene-ST8SIA3_tGut
TCONS_00001057	gene-ONECUT2_tGut
TCONS_00001060	gene-NEDD4L_tGut
TCONS_00001062	gene-NEDD4L_tGut
TCONS_00001064	gene-NEDD4L_tGut
TCONS_00001066	gene-NEDD4L_tGut
TCONS_00001065	gene-NEDD4L_tGut
TCONS_00001063	gene-NEDD4L_tGut
TCONS_00001061	gene-NEDD4L_tGut
TCONS_00001059	gene-NEDD4L_tGut
TCONS_00001058	gene-NEDD4L_tGut
TCONS_00001068	gene-NEDD4L_tGut
TCONS_00001067	gene-NEDD4L_tGut
TCONS_00001069	gene-NEDD4L_tGut
TCONS_00001072	gene-NEDD4L_tGut
TCONS_00001073	gene-NEDD4L_tGut
TCONS_00001071	gene-NEDD4L_tGut
TCONS_00001070	gene-NEDD4L_tGut
TCONS_00001076	gene-MALT1_tGut
TCONS_00001075	gene-MALT1_tGut
TCONS_00001074	gene-MALT1_tGut
TCONS_00001078	gene-ZNF532_tGut
TCONS_00001077	gene-ZNF532_tGut
TCONS_00001079	gene-SEC11C_tGut
TCONS_00001080	gene-GRP_gGal
TCONS_00001082	gene-PAX5_tGut
TCONS_00001081	gene-PAX5_tGut
TCONS_00001084	gene-PAX5_tGut
TCONS_00001083	gene-PAX5_tGut
TCONS_00001085	gene-ZBTB5_tGut
TCONS_00001086	gene-DCAF10_tGut-2
TCONS_00001087	gene-DCAF10_tGut-2
TCONS_00001088	gene-EXOSC5_tGut
TCONS_00001089	gene-LOC121109670_gGal
TCONS_00001090	gene-RAD17_tGut-like-2
TCONS_00001091	gene-ANKRD34B_tGut
TCONS_00001092	gene-DHFR_tGut
TCONS_00001093	gene-DHFR_tGut
TCONS_00001094	gene-ACOT12_tGut-like-1
TCONS_00001095	gene-ACOT12_tGut-like-1
TCONS_00001096	gene-ACOT12_tGut-like-1
TCONS_00001097	gene-ACOT12_tGut-like-1
TCONS_00001100	gene-SSBP2_tGut
TCONS_00001101	gene-SSBP2_tGut
TCONS_00001099	gene-SSBP2_tGut
TCONS_00001098	gene-SSBP2_tGut
TCONS_00001102	gene-RPS23_tGut
TCONS_00001103	gene-TMEM167A_tGut
TCONS_00001104	gene-TMEM167A_tGut
TCONS_00001105	gene-HAPLN1_tGut-like-1
TCONS_00001106	gene-HAPLN1_tGut-like-1
TCONS_00001107	gene-EDIL3_tGut
TCONS_00001109	gene-EDIL3_tGut
TCONS_00001108	gene-EDIL3_tGut
TCONS_00001110	gene-YTHDC2_gGal-4
TCONS_00001111	gene-YTHDC2_gGal-4
TCONS_00001112	gene-PCSK1_tGut
TCONS_00001114	gene-KLF4_tGut
TCONS_00001113	gene-KLF4_tGut
TCONS_00001115	gene-KLF10_gGal-like-2
TCONS_00001116	gene-MARCHF3_tGut
TCONS_00001117	gene-MARCHF3_tGut
TCONS_00001118	gene-CZH5orf63_tGut
TCONS_00001120	gene-FBN2_tGut
TCONS_00001119	gene-FBN2_tGut
TCONS_00001121	gene-FN3KRP_gGal
TCONS_00001123	gene-FN3KRP_tGut-like
TCONS_00001122	gene-FN3KRP_tGut-like
TCONS_00001124	gene-YTHDC2_gGal-6
TCONS_00001125	gene-YTHDC2_gGal-6
TCONS_00001126	gene-YTHDC2_gGal-5
TCONS_00001127	gene-YTHDC2_gGal-5
TCONS_00001130	gene-LOC116806872_tGut-1
TCONS_00001129	gene-LOC116806872_tGut-1
TCONS_00001128	gene-LOC116806872_tGut-1
TCONS_00001131	gene-LOC116806872_tGut-1
TCONS_00001132	gene-YTHDC2_gGal-2
TCONS_00001133	gene-YTHDC2_gGal-2
TCONS_00001135	gene-DCP2_tGut
TCONS_00001134	gene-DCP2_tGut
TCONS_00001136	gene-SRP19_tGut
TCONS_00001137	gene-APC_tGut
TCONS_00001138	gene-APC_tGut
TCONS_00001139	gene-APC_tGut
TCONS_00001144	gene-APC_tGut
TCONS_00001142	gene-APC_tGut
TCONS_00001143	gene-APC_tGut
TCONS_00001141	gene-APC_tGut
TCONS_00001140	gene-APC_tGut
TCONS_00001145	gene-APC_tGut
TCONS_00001146	gene-CAMK4_tGut
TCONS_00001147	gene-CAMK4_tGut
TCONS_00001148	gene-WDR36_tGut
TCONS_00001149	gene-SLC25A46_tGut
TCONS_00001150	gene-SLC25A46_tGut
TCONS_00001151	gene-MAN2A1_tGut
TCONS_00001152	gene-MAN2A1_tGut
TCONS_00001153	gene-FER_gGal
TCONS_00001154	gene-FER_gGal
TCONS_00001155	gene-MACIR_gGal-1
TCONS_00001158	gene-PPIP5K2_tGut
TCONS_00001160	gene-PPIP5K2_tGut
TCONS_00001162	gene-PPIP5K2_tGut
TCONS_00001163	gene-PPIP5K2_tGut
TCONS_00001161	gene-PPIP5K2_tGut
TCONS_00001159	gene-PPIP5K2_tGut
TCONS_00001157	gene-PPIP5K2_tGut
TCONS_00001156	gene-PPIP5K2_tGut
TCONS_00001166	gene-PAM_gGal
TCONS_00001167	gene-PAM_gGal
TCONS_00001165	gene-PAM_gGal
TCONS_00001164	gene-PAM_gGal
TCONS_00001168	gene-FAM174A_tGut
TCONS_00001169	gene-FAM174A_tGut
TCONS_00001170	gene-RGMB_tGut
TCONS_00001171	gene-CCNH_tGut
TCONS_00001173	gene-TMEM161B_tGut-1
TCONS_00001172	gene-TMEM161B_tGut-1
TCONS_00001174	gene-TMEM161B_tGut-1
TCONS_00001177	gene-MEF2C_tGut
TCONS_00001179	gene-MEF2C_tGut
TCONS_00001181	gene-MEF2C_tGut
TCONS_00001180	gene-MEF2C_tGut
TCONS_00001178	gene-MEF2C_tGut
TCONS_00001176	gene-MEF2C_tGut
TCONS_00001175	gene-MEF2C_tGut
TCONS_00001182	gene-MBLAC2_tGut
TCONS_00001183	gene-LYSMD3_tGut
TCONS_00001184	gene-ARRDC3_gGal-1
TCONS_00001185	gene-LOC124417496_gGal
TCONS_00001186	gene-FAM172A_tGut
TCONS_00001187	gene-FAM172A_tGut
TCONS_00001188	gene-KIAA0825_tGut
TCONS_00001189	gene-KIAA0825_tGut
TCONS_00001190	gene-KIAA0825_tGut
TCONS_00001191	gene-KIAA0825_tGut
TCONS_00001193	gene-MCTP1_tGut
TCONS_00001192	gene-MCTP1_tGut
TCONS_00001195	gene-MCTP1_tGut
TCONS_00001194	gene-MCTP1_tGut
TCONS_00001196	gene-TTC37_tGut
TCONS_00001197	gene-PCSK5_tGut
